translation,reference,source,translation_clean,reference_clean,source_clean
 E estar constantemente brigando,Constantly fighting.,Estar constantemente brigando, e estar constantemente brigando,constantly fighting ,estar constantemente brigando
 Semeie a salsa em maio e durante todo o ano você a terá.,Plant parsley in May and you will have it throughout the year.,Semeie a salsa em maio e durante todo o ano você a terá., semeie a salsa em maio e durante todo o ano você a terá ,plant parsley in may and you will have it throughout the year ,semeie a salsa em maio e durante todo o ano você a terá 
 Estou tão feliz,I'm so happy.,Eu estou tão feliz., estou tão feliz,i m so happy ,eu estou tão feliz 
" Por favor, carteiro.",Please postman.,Por favor carteiro, por favor carteiro ,please postman ,por favor carteiro
 Um homem olha para uma pilha de melões carregados em um veículo.,A man looks to a pile of melons being carried by a vehicle.,Um homem olha para uma pilha de melões carregados em um veículo, um homem olha para uma pilha de melões carregados em um veículo ,a man looks to a pile of melons being carried by a vehicle ,um homem olha para uma pilha de melões carregados em um veículo
" Reservar uma mesa em Big City Burrito, em Tower City.",Book a table at the Big City Burrito in Tower City.,reservar uma mesa em Big City Burrito em Tower City, reservar uma mesa em big city burrito em tower city ,book a table at the big city burrito in tower city ,reservar uma mesa em big city burrito em tower city
 Os quatro músicos estão se preparando para tocar seus instrumentos.,The four musicians are getting ready to play their instruments.,Os quatro músicos estão se preparando para tocar seus instrumentos., os quatro músicos estão se preparando para tocar seus instrumentos ,the four musicians are getting ready to play their instruments ,os quatro músicos estão se preparando para tocar seus instrumentos 
 Duas meninas que desenham veleiros com giz no lado do concreto.,Two girls draw sailboats with chalk on the side of the concrete.,Duas meninas que desenham veleiros com giz no lado do concreto., duas meninas que desenham veleiros com giz no lado do concreto ,two girls draw sailboats with chalk on the side of the concrete ,duas meninas que desenham veleiros com giz no lado do concreto 
 Uma família indiana está unida em um corpo de água olhando para fora.,An Indian family is united in a waterbody looking out of it.,Uma família indiana está unida em um corpo de água olhando para fora., uma família indiana está unida em um corpo de água olhando para fora ,an indian family is united in a waterbody looking out of it ,uma família indiana está unida em um corpo de água olhando para fora 
" Durante os testes de entrada, todos os candidatos terão acesso aos vestiários.","During the tests, all candidates will have access to the locker rooms.","Durante os testes de entrada, todos os candidatos terão acesso aos vestiários.", durante os testes de entrada todos os candidatos terão acesso aos vestiários ,during the tests all candidates will have access to the locker rooms ,durante os testes de entrada todos os candidatos terão acesso aos vestiários 
 Quem criou o universo?,Who created the universe?,Quem criou o universo?, quem criou o universo ,who created the universe ,quem criou o universo 
 As vezes preciso de dinheiro.,Sometimes I need money.,Às vezes preciso de dinheiro, as vezes preciso de dinheiro ,sometimes i need money ,às vezes preciso de dinheiro
 Então nós quebramos em uma noite.,So we broke it in one night.,Então nós quebramos em uma noite., então nós quebramos em uma noite ,so we broke it in one night ,então nós quebramos em uma noite 
 Apenas se apresse e chegue aqui.,Hurry up and get here.,Apenas se apresse e chegue aqui., apenas se apresse e chegue aqui ,hurry up and get here ,apenas se apresse e chegue aqui 
 A mulher está posando de salto alto em uma escada enferrujada.,The woman is posing in high heels on a rusty ladder.,A mulher está posando de salto alto em uma escada enferrujada, a mulher está posando de salto alto em uma escada enferrujada ,the woman is posing in high heels on a rusty ladder ,a mulher está posando de salto alto em uma escada enferrujada
 Um homem que rema um caiaque ao longo da costa de um rio.,A man paddling a kayak along the river's edge.,Um homem que rema um caiaque ao longo da costa de um rio., um homem que rema um caiaque ao longo da costa de um rio ,a man paddling a kayak along the river s edge ,um homem que rema um caiaque ao longo da costa de um rio 
 É só que nunca tive,It's just that I never had.,É só que nunca tive., é só que nunca tive,it s just that i never had ,é só que nunca tive 
 Tocar enquanto esperávamos por Cipi Wallace no Vimeo.,Play while we wait for Sippie Wallace on Vimeo.,Tocar Enquanto esperávamos por Sippie Wallace no Vimeo, tocar enquanto esperávamos por cipi wallace no vimeo ,play while we wait for sippie wallace on vimeo ,tocar enquanto esperávamos por sippie wallace no vimeo
 Eu não quero te apressar.,I don't want to rush you.,Eu não quero te apressar., eu não quero te apressar ,i don t want to rush you ,eu não quero te apressar 
 O piquenique foi arruinado por uma banda marcial.,The picnic was ruined by a martial band.,O piquenique foi arruinado por uma banda marcial., o piquenique foi arruinado por uma banda marcial ,the picnic was ruined by a martial band ,o piquenique foi arruinado por uma banda marcial 
 Esse cara roubou meu relógio.,This guy stole my watch.,Esse cara roubou meu relógio., esse cara roubou meu relógio ,this guy stole my watch ,esse cara roubou meu relógio 
 São um par de olhares vagarosos.,They are a pair of empty eyes.,São um par de olhares vagarosos, são um par de olhares vagarosos ,they are a pair of empty eyes ,são um par de olhares vagarosos
" Enquanto observava, o gato lavou as orelhas e depois se acomodou para dormir.","While watching, the cat licked its ears and then settled down to sleep.","Enquanto observava?, o gato lavou as orelhas e depois se acomodou para dormir.", enquanto observava o gato lavou as orelhas e depois se acomodou para dormir ,while watching the cat licked its ears and then settled down to sleep ,enquanto observava o gato lavou as orelhas e depois se acomodou para dormir 
 O amor é frutífero de alarmes.,Love is full of false alarms.,O amor é frutífero de alarmes, o amor é frutífero de alarmes ,love is full of false alarms ,o amor é frutífero de alarmes
 Um homem e seu filho passam por uma locadora de vídeos adultos.,A man and his son go through an adult video store.,Um homem e seu filho passam por uma locadora de vídeos adultos., um homem e seu filho passam por uma locadora de vídeos adultos ,a man and his son go through an adult video store ,um homem e seu filho passam por uma locadora de vídeos adultos 
 EU NÃO QUERO,I don’t want it.,Eu não quero., eu não quero,i don t want it ,eu não quero 
 ELEMENTOS DA QUÍMICA,Chemical elements.,Elementos da química., elementos da química,chemical elements ,elementos da química 
" Dois homens vestindo óculos, falando.",Are two men wearing glasses while talking?,Dois homens vestindo óculos? falando., dois homens vestindo óculos falando ,are two men wearing glasses while talking ,dois homens vestindo óculos falando 
 Há um monte de caçadores de autógrafos na frente.,There is a lot of autograph hunters upfront.,Há um monte de caçadores de autógrafos na frente., há um monte de caçadores de autógrafos na frente ,there is a lot of autograph hunters upfront ,há um monte de caçadores de autógrafos na frente 
 COMPROMISO DE LONGO PRAZO,Long-term commitment.,Compromisso de longo prazo, compromiso de longo prazo,long term commitment ,compromisso de longo prazo
 Dois homens estão rindo na frente de uma luz.,Two men are laughing in front of the light.,Dois homens estão rindo na frente de uma luz., dois homens estão rindo na frente de uma luz ,two men are laughing in front of the light ,dois homens estão rindo na frente de uma luz 
 MUITOBOOA TARDE!,Good afternoon.,Muito boa tarde., muitobooa tarde ,good afternoon ,muito boa tarde 
 Um tambor sendo tocado com dois paus,A drum being played with two sticks.,Um tambor sendo tocado com dois paus, um tambor sendo tocado com dois paus,a drum being played with two sticks ,um tambor sendo tocado com dois paus
 Diga-me a previsão do tempo aqui em sete anos.,Tell me the weather forecast from here in seven years.,Diga-me a previsão do tempo aqui em sete anos, diga me a previsão do tempo aqui em sete anos ,tell me the weather forecast from here in seven years ,diga me a previsão do tempo aqui em sete anos
 Um homem moreno jogando Rugby,A black man playing rugby.,Um homem moreno jogando rugby., um homem moreno jogando rugby,a black man playing rugby ,um homem moreno jogando rugby 
 Parece velho e sábio.,He seems old and wise.,Parece velho e sábio., parece velho e sábio ,he seems old and wise ,parece velho e sábio 
 Um homem novo e uma mulher que desgastam a dança vermelha.,A young man and woman are dancing and wearing Tango clothes.,Um homem novo e uma mulher que desgastam a dança vermelha., um homem novo e uma mulher que desgastam a dança vermelha ,a young man and woman are dancing and wearing tango clothes ,um homem novo e uma mulher que desgastam a dança vermelha 
 Largue essa cadeira!,Drop that chair!,Largue essa cadeira!, largue essa cadeira ,drop that chair ,largue essa cadeira 
 Eles podem fazer café da manhã.,They can make breakfast.,Eles podem fazer café da manhã, eles podem fazer café da manhã ,they can make breakfast ,eles podem fazer café da manhã
 Esta página foi editada pela última vez.,This page was edited for the last time.,Esta página foi editada pela última vez., esta página foi editada pela última vez ,this page was edited for the last time ,esta página foi editada pela última vez 
 Todas as mangueiras estão conectadas ao cubo defeituoso.,All hoses are connected to the defective hub.,Todas as mangueiras estão conectadas ao cubo defeituoso., todas as mangueiras estão conectadas ao cubo defeituoso ,all hoses are connected to the defective hub ,todas as mangueiras estão conectadas ao cubo defeituoso 
" Um homem e uma mulher sentados em uma mesa, com bebidas e conversas profundas.",A man and a woman are sitting at the table having deep conversations and drinks.,Um homem e uma mulher sentados em uma mesa com bebidas e conversas profundas., um homem e uma mulher sentados em uma mesa com bebidas e conversas profundas ,a man and a woman are sitting at the table having deep conversations and drinks ,um homem e uma mulher sentados em uma mesa com bebidas e conversas profundas 
 Esperar para ouvir a mãe da garota no rádio seria o melhor.,Wait to hear the girl's mother on the radio would be the best.,Esperar para ouvir a mãe da garota no rádio seria o melhor., esperar para ouvir a mãe da garota no rádio seria o melhor ,wait to hear the girl s mother on the radio would be the best ,esperar para ouvir a mãe da garota no rádio seria o melhor 
" Ainda gosta de mim, conversando com o carro.",I still like talking with her.,Ainda gosto de mim conversando com ela, ainda gosta de mim conversando com o carro ,i still like talking with her ,ainda gosto de mim conversando com ela
 Um caminhão-tanque fazendo uma entrega para o mercado.,A cargo truck making a delivery to a market.,Um caminhão-tanque fazendo uma entrega para um mercado, um caminhão tanque fazendo uma entrega para o mercado ,a cargo truck making a delivery to a market ,um caminhão tanque fazendo uma entrega para um mercado
 Apenas água quente depois de sair da estação.,Only hot water after leaving the station.,Apenas água quente depois de sair da estação, apenas água quente depois de sair da estação ,only hot water after leaving the station ,apenas água quente depois de sair da estação
 Amigos como os queremos e parentes como Deus lhes dá.,Friends as we want and relatives as God gives.,Amigos como os queremos e parentes como Deus lhes dá., amigos como os queremos e parentes como deus lhes dá ,friends as we want and relatives as god gives ,amigos como os queremos e parentes como deus lhes dá 
 Quem escreveu essa música?,Who wrote this song?,Quem escreveu essa música?, quem escreveu essa música ,who wrote this song ,quem escreveu essa música 
 Vou escrever mais devagar,I will write more slowly.,vou escrever mais devagar., vou escrever mais devagar,i will write more slowly ,vou escrever mais devagar 
 Existem dois desafios.,There are two challenges.,Existem dois desafios., existem dois desafios ,there are two challenges ,existem dois desafios 
 O que vais fazer comigo?,What are you going to do with me?,O que vais fazer comigo?, o que vais fazer comigo ,what are you going to do with me ,o que vais fazer comigo 
 Pessoas que trabalham em flor e zinco a minha de flor.,People that work with flowers in a flower cart.,Pessoas que trabalham em flores em um carrinho de flor., pessoas que trabalham em flor e zinco a minha de flor ,people that work with flowers in a flower cart ,pessoas que trabalham em flores em um carrinho de flor 
 Eu definitivamente estou fora da prática escrevendo coisas? Também.,Am I definitely out of practice for writing stuff? For sure.,Eu definitivamente estou fora da prática escrevendo coisas? também., eu definitivamente estou fora da prática escrevendo coisas também ,am i definitely out of practice for writing stuff for sure ,eu definitivamente estou fora da prática escrevendo coisas também 
 Um grupo de músicos masculinos toca instrumentos incluindo guitarra e bateria.,"A group of male musicians play instruments, including guitar and drums.",Um grupo de músicos masculinos toca instrumentos incluindo guitarra e bateria., um grupo de músicos masculinos toca instrumentos incluindo guitarra e bateria ,a group of male musicians play instruments including guitar and drums ,um grupo de músicos masculinos toca instrumentos incluindo guitarra e bateria 
 Como eu antes.,As I was before.,Como eu antes, como eu antes ,as i was before ,como eu antes
 NÃO DEIXE QUE ELE COMA MUITOS MORANGOS.,Don't let him eat too many strawberries.,Não deixe que ele coma muitos morangos., não deixe que ele coma muitos morangos ,don t let him eat too many strawberries ,não deixe que ele coma muitos morangos 
 O amor exigia que ficassem com as pessoas que amavam.,Love demanded that they stay with the their loved ones.,O amor exigia que ficassem com as pessoas que amavam., o amor exigia que ficassem com as pessoas que amavam ,love demanded that they stay with the their loved ones ,o amor exigia que ficassem com as pessoas que amavam 
 Eu preciso de uma faca no meu rosto.,I need a knife on my face.,Eu preciso de uma faca no meu rosto., eu preciso de uma faca no meu rosto ,i need a knife on my face ,eu preciso de uma faca no meu rosto 
 Você não quer que eu fique?,Do you want me to stay?,Você não quer que eu fique?, você não quer que eu fique ,do you want me to stay ,você não quer que eu fique 
 Um cientista é uma bata de laboratório que está usando um microscópio.,A scientist in a lab coat is using a microscope.,Um cientista em uma bata de laboratório está usando um microscópio., um cientista é uma bata de laboratório que está usando um microscópio ,a scientist in a lab coat is using a microscope ,um cientista em uma bata de laboratório está usando um microscópio 
" Jovem de blusa branca, shorts azuis compridos, jogando ténis.",A young man in a white shirt? Playing tennis wearing long blue shorts?,Jovem de blusa branca? shorts azuis compridos? jogando tênis., jovem de blusa branca shorts azuis compridos jogando ténis ,a young man in a white shirt playing tennis wearing long blue shorts ,jovem de blusa branca shorts azuis compridos jogando tênis 
 Eu tenho uma casa em Luzo. Você quer contribuir ao Grisdor?,I have a house in Luzhou.,Eu tenho uma casa em Luzhou., eu tenho uma casa em luzo você quer contribuir ao grisdor ,i have a house in luzhou ,eu tenho uma casa em luzhou 
 Talvez você esteja assim despancado.,Perhaps you are being beaten.,Talvez você esteja sendo espancado., talvez você esteja assim despancado ,perhaps you are being beaten ,talvez você esteja sendo espancado 
 Qualquer um pode fazer isso. Eu disse.,"Anyone can do that, he said.","Qualquer um pode fazer isso, ele disse.", qualquer um pode fazer isso eu disse ,anyone can do that he said ,qualquer um pode fazer isso ele disse 
 Acho que eles perceberam que nada deveria ser feito no momento.,I think they realized that nothing should be done at the moment.,Acho que eles perceberam que nada deveria ser feito no momento., acho que eles perceberam que nada deveria ser feito no momento ,i think they realized that nothing should be done at the moment ,acho que eles perceberam que nada deveria ser feito no momento 
 Homem de pé enquanto usava um capacete.,A man standing while wearing a helmet.,Homem de pé enquanto usava um capacete., homem de pé enquanto usava um capacete ,a man standing while wearing a helmet ,homem de pé enquanto usava um capacete 
 Poucas palavras e muitos atos.,Few words and many actions.,Poucas palavras e muitos atos., poucas palavras e muitos atos ,few words and many actions ,poucas palavras e muitos atos 
 NÃO PARE DE LER ESSE LIVRO POR NADA!,Don't stop reading this book for nothing!,Não pare de ler esse livro por nada!, não pare de ler esse livro por nada ,don t stop reading this book for nothing ,não pare de ler esse livro por nada 
 O leitor só precisa saber o que faz.,The reader just needs to know what he does.,O leitor só precisa saber o que faz., o leitor só precisa saber o que faz ,the reader just needs to know what he does ,o leitor só precisa saber o que faz 
 Dois casais estão sentados em uma mesa de piquenique em um cenário de parque.,Two couples are sitting at a picnic table in a park setting.,Dois casais estão sentados em uma mesa de piquenique em um cenário de parque., dois casais estão sentados em uma mesa de piquenique em um cenário de parque ,two couples are sitting at a picnic table in a park setting ,dois casais estão sentados em uma mesa de piquenique em um cenário de parque 
 Um jovem rapaz praticando artes marciais,A young boy practicing martial arts.,Um jovem rapaz praticando artes marciais., um jovem rapaz praticando artes marciais,a young boy practicing martial arts ,um jovem rapaz praticando artes marciais 
 BREVEMENTE,Coming soon.,Brevemente, brevemente,coming soon ,brevemente
 North City está servindo a Taipei Youth Career Development Center.,North City is providing the Taipei Youth Career Development Center.,North City está servindo a Taipei Youth Career Development Center, north city está servindo a taipei youth career development center ,north city is providing the taipei youth career development center ,north city está servindo a taipei youth career development center
 Agora será com esperança.,Now it will be with hope.,Agora será com esperança., agora será com esperança ,now it will be with hope ,agora será com esperança 
 LEMBRADORO Lembre-se que há um segundo ano fora.,Remember that there is a second year.,Lembre-se que há um segundo ano fora, lembradoro lembre se que há um segundo ano fora ,remember that there is a second year ,lembre se que há um segundo ano fora
 VOCÊ É A MAIOR PESSO DA CIDADE,You are the greatest person in town!,Você é a maior pessoa da cidade!, você é a maior pesso da cidade,you are the greatest person in town ,você é a maior pessoa da cidade 
 Será mais frio no Texas?,Will be colder in Texas?,Será mais frio no Texas?, será mais frio no texas ,will be colder in texas ,será mais frio no texas 
 Você consegue se lembrar de alguma coisa?,Can you remember anything?,Você consegue se lembrar de alguma coisa?, você consegue se lembrar de alguma coisa ,can you remember anything ,você consegue se lembrar de alguma coisa 
 O gato sentou-se na cerca.,The cat sat on the fence.,O gato sentou-se na cerca., o gato sentou se na cerca ,the cat sat on the fence ,o gato sentou se na cerca 
 Tenha melhores alunos e ex-alunos!,Have the best students and the best alumni.,Tenha melhores alunos e ex-alunos, tenha melhores alunos e ex alunos ,have the best students and the best alumni ,tenha melhores alunos e ex alunos
 Os catalisadores possibilitam reações químicas em baixas temperaturas.,Catalysts enable chemical reactions at low temperatures.,Os catalisadores possibilitam reações químicas em baixas temperaturas., os catalisadores possibilitam reações químicas em baixas temperaturas ,catalysts enable chemical reactions at low temperatures ,os catalisadores possibilitam reações químicas em baixas temperaturas 
 Eu sabia que você acordaria mais cedo ou mais tarde.,I knew you would wake up sooner or later!,Eu sabia que você acordaria mais cedo ou mais tarde!, eu sabia que você acordaria mais cedo ou mais tarde ,i knew you would wake up sooner or later ,eu sabia que você acordaria mais cedo ou mais tarde 
 Você não é capaz disto.,You are not capable of that.,Você não é capaz disto, você não é capaz disto ,you are not capable of that ,você não é capaz disto
 Scanners com alimentadores automáticos de documentos realmente existem.,Scanners with automatic document feeders do exist.,Scanners com alimentadores automáticos de documentos realmente existem., scanners com alimentadores automáticos de documentos realmente existem ,scanners with automatic document feeders do exist ,scanners com alimentadores automáticos de documentos realmente existem 
 Então você vai morrer no meio de tentar perceber o seu destino.,So you will die trying to find your destiny.,Então você vai morrer no meio de tentar perceber o seu destino., então você vai morrer no meio de tentar perceber o seu destino ,so you will die trying to find your destiny ,então você vai morrer no meio de tentar perceber o seu destino 
 Ele nos fez ficar de pé e vê-lo pintar por uma hora.,He made us stand and watch him paint for an hour.,Ele nos fez ficar de pé e vê-lo pintar por uma hora., ele nos fez ficar de pé e vê lo pintar por uma hora ,he made us stand and watch him paint for an hour ,ele nos fez ficar de pé e vê lo pintar por uma hora 
 Foi essa a pergunta retórica?,Is this rhetorical question?,Foi essa pergunta retórica?, foi essa a pergunta retórica ,is this rhetorical question ,foi essa pergunta retórica 
" O tempo devia estar em algum lugar, por volta das 6 horas.",The time must be somewhere around six hours.,O tempo devia estar em algum lugar por volta das seis horas., o tempo devia estar em algum lugar por volta das 6 horas ,the time must be somewhere around six hours ,o tempo devia estar em algum lugar por volta das seis horas 
" De noite, o alarme despertou de um sono profundo.","At night, the alarm woke him from a deep sleep.","De noite, o alarme despertou-o de um sono profundo.", de noite o alarme despertou de um sono profundo ,at night the alarm woke him from a deep sleep ,de noite o alarme despertou o de um sono profundo 
" D. Altseder's annual, uma classificação de 2 em 6.",Give the Chater's Annual a two out of six rate.,Dê ao Chater's Annual uma classificação de dois em seis., d altseder s annual uma classificação de 2 em 6 ,give the chater s annual a two out of six rate ,dê ao chater s annual uma classificação de dois em seis 
 A fronteira era fortemente vigiada.,The border was heavily guarded.,A fronteira era fortemente vigiada., a fronteira era fortemente vigiada ,the border was heavily guarded ,a fronteira era fortemente vigiada 
 Todo o escritório foi atingido por um silêncio ensurdecedor.,The entire office was filled with deafening silence.,Todo o escritório foi atingido por um silêncio ensurdecedor., todo o escritório foi atingido por um silêncio ensurdecedor ,the entire office was filled with deafening silence ,todo o escritório foi atingido por um silêncio ensurdecedor 
 A fita vermelha ligava a comida com crabandeada.,The red ribbon tied the smuggled food.,A fita vermelha ligava a comida contrabandeada., a fita vermelha ligava a comida com crabandeada ,the red ribbon tied the smuggled food ,a fita vermelha ligava a comida contrabandeada 
" Viver juntos significa viver juntos, compartilhar objetivos, ter um bom relacionamento.",Living together means sharing goals and having a good relationship.,"Viver juntos significa viver juntos, compartilhar objetivos e ter um bom relacionamento.", viver juntos significa viver juntos compartilhar objetivos ter um bom relacionamento ,living together means sharing goals and having a good relationship ,viver juntos significa viver juntos compartilhar objetivos e ter um bom relacionamento 
 O homem fica segurando um instrumento de cordas.,A man is holding a stringed instrument.,Um homem fica segurando um instrumento de cordas., o homem fica segurando um instrumento de cordas ,a man is holding a stringed instrument ,um homem fica segurando um instrumento de cordas 
,What have you done?,O que você fez?,,what have you done ,o que você fez 
" Aqui também é outra estágio importante da minha vida, também começaria.",Another important stage of my life would also begin here.,Aqui também outro estágio importante da minha vida também começaria., aqui também é outra estágio importante da minha vida também começaria ,another important stage of my life would also begin here ,aqui também outro estágio importante da minha vida também começaria 
 NEGROS FALANDO NO MERCADO,Black people talking in the market.,Negros falando no mercado., negros falando no mercado,black people talking in the market ,negros falando no mercado 
 A terceira onda de revolução industrial,The third wave of industrial revolution.,A terceira onda de revolução industrial, a terceira onda de revolução industrial,the third wave of industrial revolution ,a terceira onda de revolução industrial
 Duas mulheres em vestidos brancos estão passando por uma foto de pessoas jogando golfe.,Two women in white dresses are looking at a picture of people playing golf.,Duas mulheres em vestidos brancos estão passando por uma foto de pessoas jogando golfe., duas mulheres em vestidos brancos estão passando por uma foto de pessoas jogando golfe ,two women in white dresses are looking at a picture of people playing golf ,duas mulheres em vestidos brancos estão passando por uma foto de pessoas jogando golfe 
 Michael abriu um navegador e navegou para um mecanismo de pesquisa anônimo.,Michael opened the browser and navigated through an anonymous search engine.,Michael abriu um navegador e navegou para um mecanismo de pesquisa anônimo., michael abriu um navegador e navegou para um mecanismo de pesquisa anônimo ,michael opened the browser and navigated through an anonymous search engine ,michael abriu um navegador e navegou para um mecanismo de pesquisa anônimo 
 Parecia que estavas chateada comigo,It looked like you were upset with me.,Parecia que estavas chateada comigo., parecia que estavas chateada comigo,it looked like you were upset with me ,parecia que estavas chateada comigo 
 Motocicletas estão estacionadas atrás de uma cerca em uma rua movimentada.,Motorcycles are parked on a busy street behind a fence.,Motocicletas estão estacionadas atrás de uma cerca em uma rua movimentada., motocicletas estão estacionadas atrás de uma cerca em uma rua movimentada ,motorcycles are parked on a busy street behind a fence ,motocicletas estão estacionadas atrás de uma cerca em uma rua movimentada 
" Um homem cozinha frango na churrasqueira, enquanto outros gostam de comida ao fundo.",A man cooks chicken on the grill while the others enjoy the food in the backyard.,Um homem cozinha frango na churrasqueira enquanto outros gostam de comida ao fundo., um homem cozinha frango na churrasqueira enquanto outros gostam de comida ao fundo ,a man cooks chicken on the grill while the others enjoy the food in the backyard ,um homem cozinha frango na churrasqueira enquanto outros gostam de comida ao fundo 
" Uma mulher em um chapéu negro, em pé atrás de um carrinho de boneca.",A woman with a black hat standing behind a doll stroller.,Uma mulher em um chapéu negro em pé atrás de um carrinho de boneca., uma mulher em um chapéu negro em pé atrás de um carrinho de boneca ,a woman with a black hat standing behind a doll stroller ,uma mulher em um chapéu negro em pé atrás de um carrinho de boneca 
 BEBEEBEE tirando uma soneca no verso,Baby taking a nap in the crib.,Bebê tirando uma soneca no berço., bebeebee tirando uma soneca no verso,baby taking a nap in the crib ,bebê tirando uma soneca no berço 
 Por que você diz isso?,Why do you say that?,Por que você diz isso?, por que você diz isso ,why do you say that ,por que você diz isso 
 Uma criança regar plantas em um quintal.,A child is watering the plants in the backyard.,uma criança regar plantas em um quintal, uma criança regar plantas em um quintal ,a child is watering the plants in the backyard ,uma criança regar plantas em um quintal
 O mamãe e seus dois filhos sentam-se para descansar.,A mother and her two children sit down to rest.,Uma mãe e seus dois filhos sentam-se para descansar, o mamãe e seus dois filhos sentam se para descansar ,a mother and her two children sit down to rest ,uma mãe e seus dois filhos sentam se para descansar
 Crianças e adultos nadam na grande piscina com escada vermelha.,Children and adults swim in the large pool with a red ladder.,Crianças e adultos nadam na grande piscina com escada vermelha, crianças e adultos nadam na grande piscina com escada vermelha ,children and adults swim in the large pool with a red ladder ,crianças e adultos nadam na grande piscina com escada vermelha
 Classifique o zero ponto de conflito de visões.,Rate a point of view with zero conflict.,Classifique um zero ponto de conflito de visões, classifique o zero ponto de conflito de visões ,rate a point of view with zero conflict ,classifique um zero ponto de conflito de visões
 O homem está empurrando seu carrinho de lanche pintado de azul pela rua.,A man is pushing his blue-painted snack cart down the street.,Um homem está empurrando seu carrinho de lanche pintado de azul pela rua., o homem está empurrando seu carrinho de lanche pintado de azul pela rua ,a man is pushing his blue painted snack cart down the street ,um homem está empurrando seu carrinho de lanche pintado de azul pela rua 
 Eu preciso de mais um.,I need one more.,Eu preciso de mais um., eu preciso de mais um ,i need one more ,eu preciso de mais um 
 Um garoto salta uma pedra em um riacho.,A boy jumps from the rock into a stream.,Um garoto salta uma pedra em um riacho., um garoto salta uma pedra em um riacho ,a boy jumps from the rock into a stream ,um garoto salta uma pedra em um riacho 
 As pessoas andam por um caminho em uma aldeia na Índia.,People walk through a village path in India.,As pessoas andam por um caminho em uma aldeia na Índia., as pessoas andam por um caminho em uma aldeia na índia ,people walk through a village path in india ,as pessoas andam por um caminho em uma aldeia na índia 
 Duas raparigas que prendem em retratos de uma preguiça em uma multidão dos povos.,Two young girls are holding pictures of a sloth in the middle of the crowd.,Duas raparigas que prendem retratos de uma preguiça em uma multidão dos povos., duas raparigas que prendem em retratos de uma preguiça em uma multidão dos povos ,two young girls are holding pictures of a sloth in the middle of the crowd ,duas raparigas que prendem retratos de uma preguiça em uma multidão dos povos 
" Aparentemente, são os bolinhos que fazem com que o ensupado seja tão bom.","Apparently, the dumplings that make the stew so good.","Aparentemente, são os bolinhos que fazem com que o ensopado seja tão bom.", aparentemente são os bolinhos que fazem com que o ensupado seja tão bom ,apparently the dumplings that make the stew so good ,aparentemente são os bolinhos que fazem com que o ensopado seja tão bom 
" Por favor, carteiro.","Please, postman.","Por favor, carteiro.", por favor carteiro ,please postman ,por favor carteiro 
 Encontre os horários dos filmes no Bowtie Cinemas.,Find movie times at Bow Tie Cinemas.,Encontre os horários dos filmes no Bow Tie Cinemas., encontre os horários dos filmes no bowtie cinemas ,find movie times at bow tie cinemas ,encontre os horários dos filmes no bow tie cinemas 
 Eu mesmo não ouvi nada disso.,I didn't hear any of that.,Eu mesmo não ouvi nada disso., eu mesmo não ouvi nada disso ,i didn t hear any of that ,eu mesmo não ouvi nada disso 
 NÃO ORGANIZE TUDO O QUE É DIFÍCIL DE FAZER,Don't organize what is difficult to do.,Não organize tudo o que é difícil de fazer., não organize tudo o que é difícil de fazer,don t organize what is difficult to do ,não organize tudo o que é difícil de fazer 
 Ninguém sabe disso.,No one knows that.,Ninguém sabe disso, ninguém sabe disso ,no one knows that ,ninguém sabe disso
 Eu tenho procurado por toda a cidade tentando encontrar você.,I've been looking all over the city trying to find you.,Eu tenho procurado por toda a cidade tentando encontrar você., eu tenho procurado por toda a cidade tentando encontrar você ,i ve been looking all over the city trying to find you ,eu tenho procurado por toda a cidade tentando encontrar você 
 Homem que trabalha no andame no local de trabalho da construção.,A man is working on scaffolding at the construction workplace.,Homem que trabalha no andaime no local de trabalho da construção., homem que trabalha no andame no local de trabalho da construção ,a man is working on scaffolding at the construction workplace ,homem que trabalha no andaime no local de trabalho da construção 
 Nós pedimos uma pizza?,Did we order a pizza?,Nós pedimos uma pizza?, nós pedimos uma pizza ,did we order a pizza ,nós pedimos uma pizza 
" Mãe de mãe e filha, prato de cobre.",As mother as daughter.,"Mãe de mãe e filha, prato de cobre.", mãe de mãe e filha prato de cobre ,as mother as daughter ,mãe de mãe e filha prato de cobre 
 O motorista de carro de corrida está segurando um troféu.,A race car driver is holding a trophy.,Um motorista de carro de corrida está segurando um troféu., o motorista de carro de corrida está segurando um troféu ,a race car driver is holding a trophy ,um motorista de carro de corrida está segurando um troféu 
" De acordo com o sinal, sem estacionamento hoje por causa da filmagem do filme.",According to the signal? No parking today because of the shooting of the film.,De acordo com o sinal? sem estacionamento hoje por causa da filmagem do filme., de acordo com o sinal sem estacionamento hoje por causa da filmagem do filme ,according to the signal no parking today because of the shooting of the film ,de acordo com o sinal sem estacionamento hoje por causa da filmagem do filme 
 Um homem de uniforme carregando um arbusto.,A man in uniform is carrying a bush.,Um homem de uniforme carregando um arbusto., um homem de uniforme carregando um arbusto ,a man in uniform is carrying a bush ,um homem de uniforme carregando um arbusto 
 Há cinco meninos girando em um merry-go-round.,There are five boys spinning around in a merry-go-round.,Há cinco meninos girando em um merrygoround., há cinco meninos girando em um merry go round ,there are five boys spinning around in a merry go round ,há cinco meninos girando em um merrygoround 
